rank,title,price,reviews_count,rating,asin,url,category_path,market_place,units_sold,category_name,log_reviews,log_price,log_units_sold,rank_group
78,PATTLER® Marten Repellent for Cars - Marten repellent using ultrasound. Connects to a 12V car battery. Immediate and long-term marten protection in the engine compartment,29.99,9301.0,4.3,B08R7K9THX,https://www.amazon.de/-/en/PATTLER%C2%AE-Marten-Repellent-Cars-ultrasound/dp/B08R7K9THX/ref=zg_bs_g_automotive_d_sccl_28/258-0776644-1229634?psc=1,automotive,de,1000.0,Auto,9.137984709784043,3.4008639927609177,6.907755278982137,51-100
79,"SONAX CockpitStar 02494000 Cockpit Cleaner Cleans and Maintains All Plastic Parts in the Car, Anti-Static and Dust-Repellent, 750 ml",8.75,6228.0,4.6,B077VX6S5X,https://www.amazon.de/-/en/SONAX-CockpitStar-02494000-Anti-Static-Dust-Repellent/dp/B077VX6S5X/ref=zg_bs_g_automotive_d_sccl_29/258-0776644-1229634?psc=1,automotive,de,700.0,Auto,8.736971085254146,2.169053700369523,6.551080335043404,51-100
80,RITUALS Perfume Homme Car Air Freshener - Amber & Musk Fragrance - Elegant Wooden Holder - 6g,20.9,858.0,4.5,B0DJ9N3J9H,https://www.amazon.de/-/en/RITUALS-Perfume-Homme-Car-Freshener/dp/B0DJ9N3J9H/ref=zg_bs_g_automotive_d_sccl_30/258-0776644-1229634?psc=1,automotive,de,1000.0,Auto,6.755768921984255,3.039749158970765,6.907755278982137,51-100
81,"CTEK Connect Eyelet M6, Permanent Connection for Hard to Access Batteries, Durable, Safe, Quick and Easy Connection for CTEK Battery Charger, Suitable for Cars, Motorcycles and More",6.7,20358.0,4.7,B002MT72YE,https://www.amazon.de/-/en/CTEK-Permanent-Connection-Batteries-Motorcycles/dp/B002MT72YE/ref=zg_bs_g_automotive_d_sccl_81/258-0776644-1229634?psc=1,automotive,de,500.0,Auto,9.921278353544677,1.9021075263969205,6.214608098422191,51-100
82,LYVANAS Ice Scraper Car Test Winner 2025* - Ergonomic Professional Windscreen Scratcher Car Quick & Strong - Efficient & Safe Snow Scraper Car Made of Premium ABS - Scratch Car Accessories Protects Durable,11.99,6167.0,4.4,B0BCQNN2LG,https://www.amazon.de/-/en/LYVANAS-Scraper-Test-Winner-2025/dp/B0BCQNN2LG/ref=zg_bs_g_automotive_d_sccl_82/258-0776644-1229634?psc=1,automotive,de,8000.0,Auto,8.727129915243166,2.4840729690394228,8.987196820661973,51-100
83,"WUNDER-BAUM Car Air Freshener. Pendant Air Freshener for Long Lasting Fragrance in Car or at Home, Summer Cotton, Pack of 1",1.99,13390.0,4.3,B013R6R0QU,https://www.amazon.de/-/en/WUNDER-BAUM-Freshener-Pendant-Freshener-Fragrance/dp/B013R6R0QU/ref=zg_bs_g_automotive_d_sccl_83/258-0776644-1229634?psc=1,automotive,de,500.0,Auto,9.502338118495565,0.688134638736401,6.214608098422191,51-100
84,AmazonBasics Emergency Seat Belt Cutter and Window Hammer - 2-Pack,6.29,32921.0,4.7,B073JCMTW2,https://www.amazon.de/-/en/AmazonBasics-Emergency-Cutter-Window-Hammer/dp/B073JCMTW2/ref=zg_bs_g_automotive_d_sccl_84/258-0776644-1229634?psc=1,automotive,de,2000.0,Auto,10.40189640628703,1.8389610707123492,7.600902459542082,51-100
85,"Osram D3S Xenarc Original HID Xenon OEM, 66340HBI",41.99,12840.0,4.6,B007A0UW2E,https://www.amazon.de/-/en/Osram-Xenarc-Original-Xenon-66340HBI/dp/B007A0UW2E/ref=zg_bs_g_automotive_d_sccl_85/258-0776644-1229634?psc=1,automotive,de,500.0,Auto,9.460398455831275,3.737431494696102,6.214608098422191,51-100
86,"Ivality® Car Drying Cloth XXL 80 x 50 cm - 1800 GSM Ultra Absorbent Microfibre Cloths for Car Care and Motorcycle, Lint-Free, Paint-Friendly Twisted Towel Microfibre Cloths - Grey",23.95,1795.0,4.8,B09KTHB1L8,https://www.amazon.de/-/en/Ivality%C2%AE-Car-Drying-Cloth-Paint-Friendly/dp/B09KTHB1L8/ref=zg_bs_g_automotive_d_sccl_86/258-0776644-1229634?psc=1,automotive,de,500.0,Auto,7.493317248862145,3.175968323856924,6.214608098422191,51-100
87,"Luxshield transparent paint protection film for cars, bicycles, motorcycles. Film as entry sill protection, stone chip protection, frame protection and much more. Self-adhesive, sold by the metre., 12x100cm",9.99,7724.0,4.4,B01MY8VCNT,https://www.amazon.de/-/en/Luxshield-transparent-protection-motorcycles-Self-adhesive/dp/B01MY8VCNT/ref=zg_bs_g_automotive_d_sccl_87/258-0776644-1229634?psc=1,automotive,de,700.0,Auto,8.952217101765946,2.301584592660462,6.551080335043404,51-100
88,"PRINOX 150 ml Polishing Paste Including Professional Polishing Cloth I Polish for Acrylic Glass, Epoxy Resin, Varnishes, Gelcoat GRP, Chrome & Plastics I Removes Matting & Micro Scratches",12.99,6717.0,4.2,B091CSXR5J,https://www.amazon.de/-/en/Polishing-Including-Professional-Varnishes-Scratches/dp/B091CSXR5J/ref=zg_bs_g_automotive_d_sccl_88/258-0776644-1229634?psc=1,automotive,de,1000.0,Auto,8.812545770172237,2.5641798306825083,6.907755278982137,51-100
89,Blumtal Doormat 40 x 60 cm - Non-Slip Dirt Trapper Mat - Door Mat with Pattern - Front Door Mats - Polyester Door Mat - Door Mat Indoor/Dirt Trapper Mat Outside - Foot Scraper Beige,14.99,439.0,4.4,B0DG3559C3,https://www.amazon.de/-/en/Blumtal-Doormat-40-60-Polyester/dp/B0DG3559C3/ref=zg_bs_g_automotive_d_sccl_89/258-0776644-1229634?psc=1,automotive,de,300.0,Auto,6.0867747269123065,2.7073833121145063,5.703782474656201,51-100
90,"Liqui Moly Longtime High Tech Engine Oil, 5W-30",39.99,8360.0,4.8,B00295I2ZO,https://www.amazon.de/-/en/Liqui-Moly-Longtime-Engine-5W-30/dp/B00295I2ZO/ref=zg_bs_g_automotive_d_sccl_90/258-0776644-1229634?psc=1,automotive,de,400.0,Auto,9.031333316150057,3.688629422858727,5.991464547107982,51-100
91,"LISEN 2-Pack Cigarette Lighter USB C Car Charger - 54 W Metal PD&QC3.0 Car Charger 12 V USB Adapter Car Fast Socket Car Gadgets Accessories for iPhone 17 Pro Max Air 16 15, Smartphone",10.44,5582.0,4.6,B0BS3TZ1B1,https://www.amazon.de/-/en/LISEN-2-Pack-Cigarette-Lighter-Charger-black/dp/B0BS3TZ1B1/ref=zg_bs_g_automotive_d_sccl_91/258-0776644-1229634?psc=1,automotive,de,1000.0,Auto,8.62748154531036,2.3456445824544927,6.907755278982137,51-100
92,Nigrin Ice Scraper,10.49,5667.0,4.4,B002WC7N54,https://www.amazon.de/-/en/Nigrin-6190-Ice-Scraper/dp/B002WC7N54/ref=zg_bs_g_automotive_d_sccl_92/258-0776644-1229634?psc=1,automotive,de,4000.0,Auto,8.64259160081057,2.3504224224082058,8.294049640102028,51-100
93,Lionstrong car seat cover workshop car universal car seat protector seat covers 100 % waterproof fabric.,18.9,8048.0,4.4,B07HFF9G6B,https://www.amazon.de/-/en/Lionstrong-workshop-universal-protector-waterproof/dp/B07HFF9G6B/ref=zg_bs_g_automotive_d_sccl_93/258-0776644-1229634?psc=1,automotive,de,800.0,Auto,8.993303139093733,2.9391619220655967,6.684611727667927,51-100
94,Nigrin 20851 6x Adhesive Primer Spray,5.69,6433.0,4.6,B001B4Q9WM,https://www.amazon.de/-/en/Nigrin-20851-Adhesive-Primer-Spray/dp/B001B4Q9WM/ref=zg_bs_g_automotive_d_sccl_94/258-0776644-1229634?psc=1,automotive,de,1000.0,Auto,8.769351707798972,1.7387102481382397,6.907755278982137,51-100
95,Bosch 3 397 011 630 Twin Heckwischblatt H309,5.52,23751.0,4.7,B00F3XV1AC,https://www.amazon.de/-/en/Bosch-397-Twin-Heckwischblatt-H309/dp/B00F3XV1AC/ref=zg_bs_g_automotive_d_sccl_95/258-0776644-1229634?psc=1,automotive,de,700.0,Auto,10.075422016443596,1.7083778602890038,6.551080335043404,51-100
96,PURAHELP Foldable Car Warning Triangle [Standard 2026 ECE R27] - Up to 250 m Visible - Breakdown Triangle Car Compact & Foldable - Safe Traffic Clamping Triangle According to EU Standard (German Road,8.99,286.0,4.5,B0DQ8769BZ,https://www.amazon.de/-/en/PURAHELP-Foldable-Warning-Triangle-Standard/dp/B0DQ8769BZ/ref=zg_bs_g_automotive_d_sccl_96/258-0776644-1229634?psc=1,automotive,de,1000.0,Auto,5.659482215759621,2.196112848483529,6.907755278982137,51-100
4,"Amazon Basics Vacuum Compression Zipper Storage Bags with Airtight Valve and Hand Pump, Large, 5-Pack, Clear",8.55,143880.0,4.4,B07RSCPH4N,https://www.amazon.co.uk/AmazonBasics-Vacuum-Compression-Storage-Bags/dp/B07RSCPH4N/ref=zg_bs_g_kitchen_d_sccl_4/525-4234033-7253627?psc=1,kitchen,co.uk,10000.0,Kitchen,11.876741848021716,2.145931282948669,9.210340371976184,Top 10
9,"Sirdar Hayfield Bonus DK Double Knitting, White (961), 100g",2.29,16361.0,4.6,B002Q5R0AK,https://www.amazon.co.uk/Hayfield-Bonus-DK-Double-Knitting/dp/B002Q5R0AK/ref=zg_bs_g_kitchen_d_sccl_9/525-4234033-7253627?psc=1,kitchen,co.uk,2000.0,Kitchen,9.702716852073644,0.8285518175661483,7.600902459542082,Top 10
11,"Amazon Basics Bedding Soft Microfibre Single Fitted Sheet with 12 inch (30 cm) Deep Pocket, 90 x 190 cm, White",6.5,155307.0,4.5,B01E6XBBE0,https://www.amazon.co.uk/AmazonBasics-Microfibre-Fitted-Single-Bright/dp/B01E6XBBE0/ref=zg_bs_g_kitchen_d_sccl_11/525-4234033-7253627?psc=1,kitchen,co.uk,3000.0,Kitchen,11.953165521010277,1.8718021769015913,8.006367567650246,11-50
12,"Amazon Basics Slim Velvet Non-Slip Suit Hangers - Pack of 50, Black",18.84,232630.0,4.6,B00FXNAAW2,https://www.amazon.co.uk/AmazonBasics-Suit-Hangers-Velvet-Black/dp/B00FXNAAW2/ref=zg_bs_g_kitchen_d_sccl_12/525-4234033-7253627?psc=1,kitchen,co.uk,6000.0,Kitchen,12.35720878619656,2.935982269148217,8.699514748210191,11-50
13,"Amazon Basics Digital kitchen scales with LCD display (with batteries), Black and Stainless Steel, BPA free, Weighs up to 11 pounds",7.19,113587.0,4.6,B06X9NQ8GX,https://www.amazon.co.uk/AmazonBasics-Stainless-Digital-Batteries-Included/dp/B06X9NQ8GX/ref=zg_bs_g_kitchen_d_sccl_13/525-4234033-7253627?psc=1,kitchen,co.uk,10000.0,Kitchen,11.640333145886729,1.9726911717329554,9.210340371976184,11-50
15,"Crochet Tulip Mum Gift with Sweet Message – “I Always Need You Mum” – Handmade Mother’s Day Gift, Birthday Gifts for Mums, Cute Appreciation Keepsake, Thank You Mum Present",15.98,1270.0,4.5,B0G23CHRD1,https://www.amazon.co.uk/Crochet-Tulip-Gift-Sweet-Message/dp/B0G23CHRD1/ref=zg_bs_g_kitchen_d_sccl_15/525-4234033-7253627?psc=1,kitchen,co.uk,700.0,Kitchen,7.147559271189454,2.7713379403381286,6.551080335043404,11-50
16,"Roe Tenpo Air Fryer Liners, 100Pcs Disposable Baking Parchment Paper, Non-Stick & Greaseproof, Air Fryer Accessories for Ninja ON400UK AF140UK SL300UK, COSORI, Tefal, Russell Hobbs Air Fryer",4.56,1289.0,4.4,B0F5HVR4QD,https://www.amazon.co.uk/Roe-Tenpo-Disposable-Greaseproof-Accessories/dp/B0F5HVR4QD/ref=zg_bs_g_kitchen_d_sccl_16/525-4234033-7253627?psc=1,kitchen,co.uk,4000.0,Kitchen,7.162397497355718,1.5173226235262947,8.294049640102028,11-50
18,Spontex 4 Washups Non Scratch Sponge Scourers,1.13,6298.0,4.7,B014DDCD5Y,https://www.amazon.co.uk/Spontex-Washups-Scratch-Sponge-Scourers/dp/B014DDCD5Y/ref=zg_bs_g_kitchen_d_sccl_18/525-4234033-7253627?psc=1,kitchen,co.uk,5000.0,Kitchen,8.74814616962193,0.12221763272424911,8.517193191416238,11-50
20,Sistema KLIP IT PLUS Leakproof Food Storage Containers | 1 L | AirtightStackable & Nestable Meal Prep Containers with Lids | School Lunch Boxes | 3 Count,7.99,4771.0,4.4,B08PNPVWNY,https://www.amazon.co.uk/Sistema-Containers-Rectangle-Leak-Proof-Stackable/dp/B08PNPVWNY/ref=zg_bs_g_kitchen_d_sccl_20/525-4234033-7253627?psc=1,kitchen,co.uk,5000.0,Kitchen,8.470520783217808,2.0781907597781832,8.517193191416238,11-50
21,"G2PLUS Black Stain Ribbons 10mm: Thick Fabric Gift Wrap Ribbons for Crafting & Decorating Halloween Parties, 22M",3.42,1514.0,4.6,B0CNT3MRKJ,https://www.amazon.co.uk/G2PLUS-Wrapping-Halloween-Decorative-Decoration/dp/B0CNT3MRKJ/ref=zg_bs_g_kitchen_d_sccl_21/525-4234033-7253627?psc=1,kitchen,co.uk,1000.0,Kitchen,7.323170717943469,1.2296405510745139,6.907755278982137,11-50
22,Kilner Clip Top Jar 1 Litre (1000 ml) Airtight Glass Storage Jar for Preserving Fruits Vegetables Coffee Tea Rice Flour Nuts Pasta,4.11,17690.0,4.7,B0030FUHR8,https://www.amazon.co.uk/Kilner-Round-Clip-Glass-Litre/dp/B0030FUHR8/ref=zg_bs_g_kitchen_d_sccl_22/525-4234033-7253627?psc=1,kitchen,co.uk,5000.0,Kitchen,9.780811314668615,1.4134230285081433,8.517193191416238,11-50
24,"150PC Air Fryer Liners, Ninja Air Fryer Paper Liners Disposable, Air Fryer Accessories for Ninja AF300UK AF400UK SL400UK, Compatible with Ninja, Keplin, Tower, Salter and Other Dual Zone Air Fryer",7.74,2954.0,4.6,B0CY27FW5Z,https://www.amazon.co.uk/FIFHEN-Disposable-Accessories-AF300UK-AF400UK/dp/B0CY27FW5Z/ref=zg_bs_g_kitchen_d_sccl_24/525-4234033-7253627?psc=1,kitchen,co.uk,9000.0,Kitchen,7.991253929840199,2.046401687601636,9.104979856318357,11-50
26,"Owala FreeSip Insulated Stainless Steel Water Bottle with Straw for Sports and Travel, Leak Proof, BPA-Free, 710ml, Dreamy Field",30.39,31760.0,4.6,B0C59BYVTQ,https://www.amazon.co.uk/Owala-FreeSip-Insulated-Stainless-BPA-Free/dp/B0C59BYVTQ/ref=zg_bs_g_kitchen_d_sccl_26/525-4234033-7253627?psc=1,kitchen,co.uk,3000.0,Kitchen,10.36599440101149,3.414113606928702,8.006367567650246,11-50
27,Brabantia PerfectFit Bin Liners (Size G/23-30 Litre) Thick Plastic Trash Bags with Tie Tape Drawstring Handles (40 Bags),10.28,26734.0,4.7,B00026LJRA,https://www.amazon.co.uk/Brabantia-PerfectFit-Plastic-Drawstring-Handles/dp/B00026LJRA/ref=zg_bs_g_kitchen_d_sccl_27/525-4234033-7253627?psc=1,kitchen,co.uk,9000.0,Kitchen,10.193728847382832,2.330200260027019,9.104979856318357,11-50
28,Filterbags 1x4/80 Original,2.97,13368.0,4.6,B000WVZMW8,https://www.amazon.co.uk/Melitta-Original-Coffee-Filters-Filter/dp/B000WVZMW8/ref=zg_bs_g_kitchen_d_sccl_28/525-4234033-7253627?psc=1,kitchen,co.uk,9000.0,Kitchen,9.500693872983122,1.0885619528146082,9.104979856318357,11-50
30,"AIDEA Microfibre Cloth Pack of 8, Multifunctional Reusable Cleaning Cloths, Lint Free Streak Free Washable Cloth Duster for House, Kitchen, Car, Motorbike, Windows 30 x 30 cm",5.24,51950.0,4.0,B07ZF9C3WP,https://www.amazon.co.uk/AIDEA-Microfibre-Multifunctional-Reusable-Motorbike/dp/B07ZF9C3WP/ref=zg_bs_g_kitchen_d_sccl_30/525-4234033-7253627?psc=1,kitchen,co.uk,8000.0,Kitchen,10.858056245620261,1.6563214983329508,8.987196820661973,11-50
31,Breville Blend Active Personal Blender & Smoothie Maker | 350W | 2 Portable Blend Active Bottles (600ml) | Leak Proof Lids | White & Green [VBL246],19.32,12903.0,4.0,B0B2KPCBJZ,https://www.amazon.co.uk/Breville-Personal-Smoothie-Portable-VBL246/dp/B0B2KPCBJZ/ref=zg_bs_g_kitchen_d_sccl_31/525-4234033-7253627?psc=1,kitchen,co.uk,5000.0,Kitchen,9.465292619805044,2.961140828784372,8.517193191416238,11-50
32,"BYKITCHEN Air Fryer Parchment Paper Liner, 50PCS Square Air Fryer Liners Disposable, Greaseproof Paper, Compatible with COSORI, Ninja, Tefal, Russell Hobbs Fryers (Unbleached)",6.46,12601.0,4.4,B09WN2DX7V,https://www.amazon.co.uk/BYKITCHEN-Disposable-Greaseproof-Compatible-Unbleached/dp/B09WN2DX7V/ref=zg_bs_g_kitchen_d_sccl_32/525-4234033-7253627?psc=1,kitchen,co.uk,8000.0,Kitchen,9.441610810502,1.8656293177945105,8.987196820661973,11-50
33,Hawksbill A4 White Card 160Gsm-50 Pack A4 White Cardstock for Printing Card,4.67,2291.0,4.6,B09FY1WF94,https://www.amazon.co.uk/Hawksbill-Card-Craft-White-Sheets/dp/B09FY1WF94/ref=zg_bs_g_kitchen_d_sccl_33/525-4234033-7253627?psc=1,kitchen,co.uk,7000.0,Kitchen,7.73718007783463,1.541159071680806,8.85366542803745,11-50
35,HomeFashion 5kg 1g 11lb Digital Kitchen Scales Food Scale with stainless steel Platform Electronic Cooking Backlit LCD Display Multifunction for Home and Office Use,6.84,9053.0,4.5,B08WL7WJZ7,https://www.amazon.co.uk/Digital-stainless-Platform-Electronic-Multifunction/dp/B08WL7WJZ7/ref=zg_bs_g_kitchen_d_sccl_35/525-4234033-7253627?psc=1,kitchen,co.uk,8000.0,Kitchen,9.110961927995904,1.922787731634459,8.987196820661973,11-50
38,"BLADO Washable Door Mats Indoor & Outdoor - Non-Slippery Heavy Duty - Stylish & Large Rubber - Perfect Dust Grabbing Doormats (Anthracite, 40cm x 60cm)",7.19,13367.0,4.2,B081H4VCMB,https://www.amazon.co.uk/BLADO-Barrier-Rubber-Kitchen-Washable/dp/B081H4VCMB/ref=zg_bs_g_kitchen_d_sccl_38/525-4234033-7253627?psc=1,kitchen,co.uk,3000.0,Kitchen,9.50061907027523,1.9726911717329554,8.006367567650246,11-50
41,"Elbow Grease Rubber Gloves | Cotton Lined, Super Strong, Non-Slip Household Cleaning Gloves (Medium)",1.47,2997.0,4.4,B08HZ6TNWJ,https://www.amazon.co.uk/Elbow-Grease-Rubber-Gloves-Non-Slip/dp/B08HZ6TNWJ/ref=zg_bs_g_kitchen_d_sccl_41/525-4234033-7253627?psc=1,kitchen,co.uk,5000.0,Kitchen,8.005700678662542,0.3852624007906449,8.517193191416238,11-50
44,Pyrex Measuring Jug 500ml | Capacity 568ml / 20 Ounce | P586,5.14,12221.0,4.8,B004EEKPIK,https://www.amazon.co.uk/Pyrex-P586-Measuring-Jug-pint/dp/B004EEKPIK/ref=zg_bs_g_kitchen_d_sccl_44/525-4234033-7253627?psc=1,kitchen,co.uk,9000.0,Kitchen,9.410992885454862,1.6370530794670737,9.104979856318357,11-50
45,"Utopia Crafts DK Double Knitting Yarn 100g (1, Baby Pink)",3.31,4307.0,4.6,B0BHRH8T92,https://www.amazon.co.uk/Utopia-Crafts-Double-Knitting-Yarn/dp/B0BHRH8T92/ref=zg_bs_g_kitchen_d_sccl_45/525-4234033-7253627?psc=1,kitchen,co.uk,900.0,Kitchen,8.36822903827628,1.1969481893889715,6.802394763324311,11-50
46,Deconovo Blackout Curtains Bedroom Super Soft Thermal Insulated Eyelet Blackout Curtains for Living Room 46 x 54 Inch Black 2 Panels,15.41,71379.0,4.5,B00VWMGLVM,https://www.amazon.co.uk/Deconovo-Insulated-Treatment-Curtains-Livingroom/dp/B00VWMGLVM/ref=zg_bs_g_kitchen_d_sccl_46/525-4234033-7253627?psc=1,kitchen,co.uk,2000.0,Kitchen,11.17577299704415,2.7350166493320245,7.600902459542082,11-50
51,"Russell Hobbs Textures 2 Slice Toaster (Extra Wide Slots, 6 Browning levels, Frozen, cancel & reheat function with indicator lights, Removable crumb tray, 850W, Black matt & high gloss finish) 21641",21.42,34488.0,4.3,B01A84QLGY,https://www.amazon.co.uk/Russell-Hobbs-21641-Textures-2-Slice/dp/B01A84QLGY/ref=zg_bs_g_kitchen_d_sccl_1/525-4234033-7253627?psc=1,kitchen,co.uk,3000.0,Kitchen,10.448395711599277,3.064325065019603,8.006367567650246,51-100
52,"AnySharp Knife Sharpener, Hands-Free Safety, PowerGrip Suction, Safely Sharpens All Kitchen Knives, Ideal for Hardened Steel & Serrated, World's Best, Compact, One Size, Silver",9.14,78305.0,4.4,B0029X0RTU,https://www.amazon.co.uk/AnySharp-Knife-Sharpener-PowerGrip-Silver/dp/B0029X0RTU/ref=zg_bs_g_kitchen_d_sccl_2/525-4234033-7253627?psc=1,kitchen,co.uk,8000.0,Kitchen,11.268379507395583,2.2126603854660587,8.987196820661973,51-100
53,"ACCUWEIGHT 201 Digital Kitchen Scales with Tempered Glass Platform (Batteries included), Electronic Weighing Food Scale with Backlit LCD, Multifunction for Office School Home Baking Cooking, 5kg/11lb",9.81,35209.0,4.5,B07KC3HPVN,https://www.amazon.co.uk/ACCUWEIGHT-Multifunctional-Electronic-Weighting-Tempered/dp/B07KC3HPVN/ref=zg_bs_g_kitchen_d_sccl_3/525-4234033-7253627?psc=1,kitchen,co.uk,10000.0,Kitchen,10.469085412149099,2.2834022735772717,9.210340371976184,51-100
54,"ThermoPro TP03H Meat Thermometer with IPX6 Waterproof, Food Thermometer Foldable Food Temperature Probe with LCD Backlight Calibration Lock Fuction, Kitchen Digital Instant Read Probe for Oil Jam Milk",10.27,133967.0,4.6,B08TC8W69J,https://www.amazon.co.uk/ThermoPro-Thermometer-Waterproof-Calibration-Backlight/dp/B08TC8W69J/ref=zg_bs_g_kitchen_d_sccl_4/525-4234033-7253627?psc=1,kitchen,co.uk,5000.0,Kitchen,11.805356244444214,2.329227023940467,8.517193191416238,51-100
55,"Keplin Handheld Milk Frother - Stainless Steel Electric Whisk - Portable Battery-Operated Coffee Frother for Lattes, Matcha, Protein Shakes - Ergonomic, Compact, Easy to Clean (Battery Not Included)",6.27,3426.0,4.2,B0DGLMBQ9D,https://www.amazon.co.uk/Keplin-Handheld-Milk-Frother-Battery-Operated/dp/B0DGLMBQ9D/ref=zg_bs_g_kitchen_d_sccl_5/525-4234033-7253627?psc=1,kitchen,co.uk,8000.0,Kitchen,8.139440521874608,1.8357763546448294,8.987196820661973,51-100
57,"Byron SNAPSEAL Travel Mug, 470 ml",10.72,12922.0,4.4,B07TRG2FNL,https://www.amazon.co.uk/Byron-SNAPSEAL-Travel-Mug-470/dp/B07TRG2FNL/ref=zg_bs_g_kitchen_d_sccl_7/525-4234033-7253627?psc=1,kitchen,co.uk,1000.0,Kitchen,9.466763948525191,2.372111155642656,6.907755278982137,51-100
58,"Spontex Microfibre Cloths for Cleaning | 4 Microfibre Collection Cleaning Cloths | For Use as Dusters, Dish Cloths & Kitchen Towels | 30 x 30cm | Assorted Colours | 4 Count",3.99,15038.0,4.6,B0151HYB2Y,https://www.amazon.co.uk/Spontex-Microfibre-Cloths-4/dp/B0151HYB2Y/ref=zg_bs_g_kitchen_d_sccl_8/525-4234033-7253627?psc=1,kitchen,co.uk,6000.0,Kitchen,9.618402105931613,1.3837912309017721,8.699514748210191,51-100
60,Spontex 40 Handy All Purpose Cleaning Cloths on a Roll,2.86,3663.0,4.6,B009KHKHSO,https://www.amazon.co.uk/Spontex-All-Purpose-Cloths-Roll/dp/B009KHKHSO/ref=zg_bs_g_kitchen_d_sccl_10/525-4234033-7253627?psc=1,kitchen,co.uk,7000.0,Kitchen,8.20631072579402,1.0508216248317612,8.85366542803745,51-100
62,"BEDELITE Fluffy Fleece Throw Blanket - Cream White Sofa Throw Soft Cosy Warm Small Blankets for Single Bed, Gifts for Women",10.67,3138.0,4.6,B0FDKX8VZ1,https://www.amazon.co.uk/BEDELITE-Fluffy-Fleece-Throw-Blanket/dp/B0FDKX8VZ1/ref=zg_bs_g_kitchen_d_sccl_12/525-4234033-7253627?psc=1,kitchen,co.uk,700.0,Kitchen,8.051659556841953,2.367436065313662,6.551080335043404,51-100
63,"Command Decorating Clips, Pack of 20 Mini Hooks and 24 Small Strips, Transparent - Hanging Clips for Decorations and Fairy Lights, Wall Adhesive - Damage Free",4.54,42761.0,4.3,B0084M66QS,https://www.amazon.co.uk/Command-17026CLR-Decoration-Clips-Christmas/dp/B0084M66QS/ref=zg_bs_g_kitchen_d_sccl_13/525-4234033-7253627?psc=1,kitchen,co.uk,5000.0,Kitchen,10.663405136729926,1.5129270120532565,8.517193191416238,51-100
65,"Fabric Shaver, Electric Lint Remover, Rechargeable Lint Shaver, Sweater Defuzzer to Remove Pilling, Battery Operated, 6-blade, 3-speed with LED Display for Clothes, Upholstery, Furniture",11.4,13595.0,4.5,B0DG5MV3GS,https://www.amazon.co.uk/Electric-Rechargeable-Defuzzer-Upholstery-Furniture/dp/B0DG5MV3GS/ref=zg_bs_g_kitchen_d_sccl_15/525-4234033-7253627?psc=1,kitchen,co.uk,8000.0,Kitchen,9.517530910816006,2.4336133554004498,8.987196820661973,51-100
66,LEGO Botanicals Mini Orchid - Artificial Flowers Set for Adults - Indoor Plant with Terracotta Style Flowerpot - Home Decor Gift for Mother's Day - 10343,19.87,14210.0,4.8,B01N6CJ1QW,https://www.amazon.co.uk/LEGO-10343-tbd-10343/dp/B01N6CJ1QW/ref=zg_bs_g_kitchen_d_sccl_16/525-4234033-7253627?psc=1,kitchen,co.uk,6000.0,Kitchen,9.561771591591862,2.9892110565637253,8.699514748210191,51-100
69,"ABENA Multicoloured Sponges, One Size Pack of 10",2.27,588.0,4.4,B0DLL9Z5RH,https://www.amazon.co.uk/ABENA-Multicoloured-Sponges-Size-Pack/dp/B0DLL9Z5RH/ref=zg_bs_g_kitchen_d_sccl_19/525-4234033-7253627?psc=1,kitchen,co.uk,6000.0,Kitchen,6.3784261836515865,0.8197798314933114,8.699514748210191,51-100
71,"Utopia Bedding Pillows 2 Pack Queen Size, (Navy) Luxury Hotel Quality Pillows, Brushed Fabric, Bed Pillow for Back, Stomach or Side Sleepers - 18 x 26 inch / 45 x 66 cm",14.84,7257.0,4.5,B08436CFR8,https://www.amazon.co.uk/Utopia-Bedding-Gusseted-Cotton-Pillows/dp/B08436CFR8/ref=zg_bs_g_kitchen_d_sccl_21/525-4234033-7253627?psc=1,kitchen,co.uk,2000.0,Kitchen,8.889859587773016,2.6973262377392344,7.600902459542082,51-100
72,BRITA Marella Water Filter Jug Graphite (2.4L) Starter Pack incl. 3x MAXTRA PRO Pure Performance cartridge - fridge-fitting jug with digital LTI and Flip-Lid - now in sustainable Smart Box packaging,24.28,10392.0,4.7,B0BT1HTR9Q,https://www.amazon.co.uk/BRITA-Marella-Graphite-Starter-cartridges/dp/B0BT1HTR9Q/ref=zg_bs_g_kitchen_d_sccl_22/525-4234033-7253627?psc=1,kitchen,co.uk,7000.0,Kitchen,9.248887781588422,3.1896529661912973,8.85366542803745,51-100
73,"Korbond 5m Lint Roller - 35 Sticky Sheets - Lint Remover, Pet Hair Remover, Cat Hair Remover, Sticky Roller for Clothes - Compatible with Korbond Lint Roller Refills",2.29,6128.0,4.5,B007MCRYG2,https://www.amazon.co.uk/Korbond-5M-Roller-each-Blue/dp/B007MCRYG2/ref=zg_bs_g_kitchen_d_sccl_23/525-4234033-7253627?psc=1,kitchen,co.uk,4000.0,Kitchen,8.720786883485731,0.8285518175661483,8.294049640102028,51-100
