,rank,title,price,reviews_count,rating,asin,url,category_path,market_place,unit_sold,category_name
1534,76,"d-c-fix F3460001 Self-Adhesive Film, White, 200 x 45 cm",6.99,15920.0,4.1,B00E45GP5Q,https://www.amazon.es/-/en/d-c-fix-F3460001-Self-Adhesive-Film-White/dp/B00E45GP5Q/ref=zg_bs_g_kitchen_d_sccl_26/522-9398622-3384840?psc=1,kitchen,es,400.0,Kitchen
1535,77,"Tefal Daily Cook 20/24/26 cm Frying Pan Set, Induction, Non-Stick, Titanium Coated, Thermo-Signal, Dishwasher and Oven Safe, Stainless Steel",55.97,10450.0,4.4,B07CS8BYYV,https://www.amazon.es/-/en/Tefal-Induction-Non-Stick-Thermo-Signal-Dishwasher/dp/B07CS8BYYV/ref=zg_bs_g_kitchen_d_sccl_27/522-9398622-3384840?psc=1,kitchen,es,50.0,Kitchen
1536,78,"Navy Iron-on Knee Pads - Elbow Pads - Protect Your Clothing and Repair Trousers, Jackets, Jerseys, Shirts, 16 x 10 cm (6)",6.99,2288.0,4.4,B07F891NWY,https://www.amazon.es/-/en/Navy-Iron-Knee-Pads-Clothing/dp/B07F891NWY/ref=zg_bs_g_kitchen_d_sccl_28/522-9398622-3384840?psc=1,kitchen,es,900.0,Kitchen
1537,79,"rabbitgoo Vinyl Mirror for Windows 44.5 x 200 cm, One-Way Mirror Vinyl, Privacy Film Sunscreen Film, Adhesive Window Vinyl Deoratives Anti 85% Heat and 90% UV for Home Office",11.99,47593.0,4.0,B07BFTRLTK,https://www.amazon.es/-/en/rabbitgoo-Windows-Sunscreen-Adhesive-Deoratives/dp/B07BFTRLTK/ref=zg_bs_g_kitchen_d_sccl_29/522-9398622-3384840?psc=1,kitchen,es,200.0,Kitchen
1538,80,CANDELISS Wax for candles in glass 2 kg. Soy wax low melting point for making homemade candles 2 kg Material make white aromatic candles colour Soy candle wax candle making (2 kg),15.97,2615.0,4.7,B0CQTSV7HV,https://www.amazon.es/-/en/CANDELISS-candles-homemade-Material-aromatic/dp/B0CQTSV7HV/ref=zg_bs_g_kitchen_d_sccl_30/522-9398622-3384840?psc=1,kitchen,es,500.0,Kitchen
1539,81,"LEVOIT Air Purifier with HEPA Filter for Allergies, Air Purifier with Aromatherapy, Quiet Air Purifier 25dB, Low Energy Consumption of 7W, Core Mini",49.99,95242.0,4.4,B0CGDJHJP6,https://www.amazon.es/-/en/LEVOIT-Purifier-Allergies-Aromatherapy-Consumption/dp/B0CGDJHJP6/ref=zg_bs_g_kitchen_d_sccl_81/522-9398622-3384840?psc=1,kitchen,es,800.0,Kitchen
1540,82,"Degrees Home Collection - Fitted Sheet 150 x 190 x 33 cm - Polyester Microfibre, Oeko Tex Quality Toxic Free, Super Soft - White",10.08,3585.0,4.3,B0B8NK3PZW,https://www.amazon.es/-/en/Degrees-Home-Collection-Polyester-Microfibre/dp/B0B8NK3PZW/ref=zg_bs_g_kitchen_d_sccl_82/522-9398622-3384840?psc=1,kitchen,es,200.0,Kitchen
1541,83,Wanapix Personalised Mug with Photo and Text | Capacity of 325 ml | Ceramic Mug with Unique Design | Gift for Friends and Family | Microwave Safe | Green Interior and Handle,5.95,1725.0,4.7,B09WVTD2Q5,https://www.amazon.es/-/en/Wanapix-Personalised-Capacity-Microwave-Interior/dp/B09WVTD2Q5/ref=zg_bs_g_kitchen_d_sccl_83/522-9398622-3384840?psc=1,kitchen,es,200.0,Kitchen
1542,84,"BRITA MAXTRA PRO Pure Performance Water Filter Cartridge (All-in-1) Pack 4 | Genuine Replacement for All BRITA Pitchers for Pure Tasting Water - Filters PFAS, Chlorine, Lime and Metals",38.59,5814.0,4.7,B0BSXDL388,https://www.amazon.es/-/en/BRITA-Performance-Cartridge-Replacement-Pitchers/dp/B0BSXDL388/ref=zg_bs_g_kitchen_d_sccl_84/522-9398622-3384840?psc=1,kitchen,es,3000.0,Kitchen
1543,85,Intex Dura-Beam Inflatable Air Bed for Camping Blue Camping,11.95,51423.0,4.3,B07LH45G51,https://www.amazon.es/-/en/INTEX-single-inflatable-mattress-76x191x25/dp/B07LH45G51/ref=zg_bs_g_kitchen_d_sccl_85/522-9398622-3384840?psc=1,kitchen,es,300.0,Kitchen
1544,86,"SONGMICS Mesh Chair, Swivel Office Chair, Adjustable Height, Tilt Function, Breathable Back and Seat, for Study, Office, Load 120 kg, Beige Cappuccino OBN022K01",60.99,10457.0,4.5,B0CF24YTKK,https://www.amazon.es/-/en/SONGMICS-Adjustable-Breathable-Cappuccino-OBN022K01/dp/B0CF24YTKK/ref=zg_bs_g_kitchen_d_sccl_86/522-9398622-3384840?psc=1,kitchen,es,300.0,Kitchen
1545,87,"LEVOIT Air Purifier with HEPA Filter Core 300S, Compatible Alexa and APP, Smart Mode, 22dB Quiet Sleep Mode, Eliminates 99.97% Allergy Pollen Mites Smoke Pet Hair, Low Consumption",149.99,55437.0,4.6,B0FDL66FYH,https://www.amazon.es/-/en/Core-300S-Compatible-Eliminates-Consumption/dp/B0FDL66FYH/ref=zg_bs_g_kitchen_d_sccl_87/522-9398622-3384840?psc=1,kitchen,es,400.0,Kitchen
1546,88,"NK Automatic Cold Water Dispenser, USB Charging, Steel Dispenser, BPA-Free, 1200mAh, Transportable, for Carafes and Bottles 1.5L, 5.7L, 10L, 11.3L, 15L, 18.9L – White",9.09,5374.0,4.0,B09GKKFLDT,https://www.amazon.es/-/en/NK-Automatic-Dispenser-Charging-Transportable/dp/B09GKKFLDT/ref=zg_bs_g_kitchen_d_sccl_88/522-9398622-3384840?psc=1,kitchen,es,1000.0,Kitchen
1547,89,"Utopia Bedding Pillows (2 Units), 40 x 70 cm Premium Pillows, Silicone Virgin Hollow Fibre, Soft Easy Care Pillows (White)",21.99,16494.0,4.5,B0C23CRD21,https://www.amazon.es/-/en/Utopia-Bedding-Pillows-Premium-Silicone/dp/B0C23CRD21/ref=zg_bs_g_kitchen_d_sccl_89/522-9398622-3384840?psc=1,kitchen,es,500.0,Kitchen
1548,90,"Rowenta Compact Power, Mini Radiator, Heater up to 2000W, Eco Mode, Adjustable Temperature and Power, Compact Design, Fan Mode, Safe Use, SO2212F0",29.99,13547.0,4.2,B0FF9SCJHD,https://www.amazon.es/-/en/Rowenta-Radiator-Adjustable-Temperature-SO2212F0/dp/B0FF9SCJHD/ref=zg_bs_g_kitchen_d_sccl_90/522-9398622-3384840?psc=1,kitchen,es,300.0,Kitchen
1549,91,Syntecno Cordless Vacuum Cleaner Broom Vacuum Cleaner – Handheld Vacuum Cleaners Vertical Electric Cordless Vacuum Cleaner Powerful Wireless Standing Battery with Brush for Pet Hair Floor and Carpet,59.99,1526.0,4.4,B0FTVM85Q1,https://www.amazon.es/-/en/Syntecno-Cordless-Vacuum-Cleaner-Broom/dp/B0FTVM85Q1/ref=zg_bs_g_kitchen_d_sccl_91/522-9398622-3384840?psc=1,kitchen,es,700.0,Kitchen
1550,92,"Cecotec Tostador Vertical Toastin' Time 1500 Inox, 1500W, Doble ranura larga y ranura ancha 3,8cm, Varillas Superiores, Acero Inoxidable, Apagado y Pop-up Automático, Recogemigas",32.9,3385.0,4.2,B0BPZT9QR7,https://www.amazon.es/-/en/Cecotec-Superiores-Inoxidable-Autom%C3%A1tico-Recogemigas/dp/B0BPZT9QR7/ref=zg_bs_g_kitchen_d_sccl_92/522-9398622-3384840?psc=1,kitchen,es,300.0,Kitchen
1551,93,Utopia Bedding Fitted Sheet 150 x 200 – Grey – Oeko Tex Certified – Deep Pocket – Brushed Microfiber (150 Bed),10.44,108465.0,4.6,B07BFTX96F,https://www.amazon.es/-/en/Utopia-Bedding-Fitted-Sheet-150/dp/B07BFTX96F/ref=zg_bs_g_kitchen_d_sccl_93/522-9398622-3384840?psc=1,kitchen,es,100.0,Kitchen
1552,94,"Lifewit Thermal Bag Food Carrier 9L (12 Cans), Work Food Bag for Men and Women, Lunch Bag for Lunch Box, Half Bags Portable Cooler for Beach, Travel, Work, Black",11.99,42593.0,4.6,B0B56CHMSC,https://www.amazon.es/-/en/Lifewit-Thermal-Carrier-Portable-Cooler/dp/B0B56CHMSC/ref=zg_bs_g_kitchen_d_sccl_94/522-9398622-3384840?psc=1,kitchen,es,300.0,Kitchen
1553,95,"Cecotec Horno de sobremesa Bake&Toast 1090 Black, 10 L, 1000 W, Temporizador 60min, Temperatura regulable hasta 230ºC, bandeja para hornear, parrilla y una asa con pinzas",30.9,4185.0,4.3,B0BQ13YSVT,https://www.amazon.es/-/en/Cecotec-sobremesa-Temporizador-Temperatura-regulable/dp/B0BQ13YSVT/ref=zg_bs_g_kitchen_d_sccl_95/522-9398622-3384840?psc=1,kitchen,es,500.0,Kitchen
1554,96,"Cosori Air Fryer 5.7L Real Metallic Interior, Air Fryer Anti-Rust Design, Uniform Heating Technology, 40 Recipes, Fat Reduction for Healthy Living, Energy Efficiency, 1700W",84.99,66879.0,4.7,B07N8N6C85,https://www.amazon.es/-/en/Metallic-Anti-Rust-Technology-Reduction-Efficiency/dp/B07N8N6C85/ref=zg_bs_g_kitchen_d_sccl_96/522-9398622-3384840?psc=1,kitchen,es,800.0,Kitchen
1555,1,"BIODANCE Bio-Collagen Real Deep Mask, Hydrogel Mask, Pore Minimization, Elasticity Enhancement, Korean Skincare | 1.19 oz (1.19 oz) x 4 pcs",14.1,30983.0,4.2,B0B2RM68G2,https://www.amazon.fr/-/en/BIODANCE-Bio-Collagen-Minimization-Elasticity-Enhancement/dp/B0B2RM68G2/ref=zg_bs_g_beauty_d_sccl_1/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1556,2,"L'Oréal Paris Anti-Aging Eye Contour Cream - Reduces Wrinkles, Puffiness, Swelling and Lack of Firmness of the Eye Contour - All Skin Types - Revitalift Laser Eye Bag Instant Eraser - 15 ml",19.99,6533.0,4.3,B0F99M3N8L,https://www.amazon.fr/-/en/LOr%C3%A9al-Paris-Anti-Aging-Contour-Cream/dp/B0F99M3N8L/ref=zg_bs_g_beauty_d_sccl_2/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1557,3,"Bionoble Huile de Ricin Bio 50ml - Huile Pousse Cheveux, Cils, Sourcils, Barbe et Ongles - Huile Cheveux - 100% Pure et Naturelle - Vegan Castor Oil - Bouteille en Verre + Pipette + Pompe",9.98,58554.0,4.4,B08D6G78W6,https://www.amazon.fr/-/en/Bionoble-Huile-Ricin-Bio-50ml/dp/B08D6G78W6/ref=zg_bs_g_beauty_d_sccl_3/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1558,4,Erborian - Crème Teintée Anti-Rougeur CC Red Correct - Soin du Visage Perfecteur Automatique de Teint avec Correction Colorielle - Teint Unifié - SPF 25 - Cosmétique Coréen,15.89,7933.0,4.5,B07LGCGG6R,https://www.amazon.fr/-/en/Erborian-Anti-Rougeur-Perfecteur-Automatique-Correction/dp/B07LGCGG6R/ref=zg_bs_g_beauty_d_sccl_4/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1559,5,Maybelline New York Intense Volume Unlimited Length Mascara - Formula Enriched with Bamboo and Fiber Extracts - Sky High - Shade : Very Black - 5 ml,11.34,54419.0,4.2,B08P4YPB8Q,https://www.amazon.fr/-/en/Maybelline-Intense-Unlimited-Length-Mascara/dp/B08P4YPB8Q/ref=zg_bs_g_beauty_d_sccl_5/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1560,6,"Luxéol - Growth & Fortification - Food Supplement - Arugula, Horsetail, Zinc, Copper, Selenium, Vitamin B8 & B6 - H/F - Made in France - 3 Month Program - 90 Capsules",28.9,12724.0,4.3,B07DLX83JM,https://www.amazon.fr/-/en/Lux%C3%A9ol-Fortification-Supplement-Horsetail-Selenium/dp/B07DLX83JM/ref=zg_bs_g_beauty_d_sccl_6/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1561,7,"The Ordinary Niacinamide 10% + Zinc 1%, Sérum illuminant et lissant, pour les peaux sujettes aux imperfections, 30 ml",5.75,47367.0,4.5,B01MDTVZTZ,https://www.amazon.fr/-/en/Ordinary-Niacinamide-Illuminating-Smoothing-Blemish/dp/B01MDTVZTZ/ref=zg_bs_g_beauty_d_sccl_7/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1562,8,"CeraVe - Foaming Anti-Blemish Gel - Purifies the Skin & Reduces Imperfections - Salicylic Acid, White Clay, Ceramides & Niacinamide - Acne-prone Skin - 236 ml",16.55,29520.0,4.6,B0B7RQ46LD,https://www.amazon.fr/-/en/CeraVe-Anti-Blemish-Imperfections-Niacinamide-Acne-prone/dp/B0B7RQ46LD/ref=zg_bs_g_beauty_d_sccl_8/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1563,9,REXONA - Clean Scent Women's Deodorant - Anti-perspirant Stick - 3x more effective against perspiration - 96h protection - 45ml,3.45,22538.0,4.6,B00AI7COA4,https://www.amazon.fr/-/en/REXONA-Deodorant-Anti-perspirant-perspiration-protection/dp/B00AI7COA4/ref=zg_bs_g_beauty_d_sccl_9/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1564,10,Franck Provost F. Provost Professional Expert Protection 4-in-1 Rinse-Free Care 230°C 190ml,4.29,2542.0,4.5,B0CQP9S97Y,https://www.amazon.fr/-/en/Franck-Provost-Professional-Protection-Rinse-Free/dp/B0CQP9S97Y/ref=zg_bs_g_beauty_d_sccl_10/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1565,11,The Ordinary Tonique Exfoliant à l'Acide Glycolique 7%,13.27,42403.0,4.4,B071914GGL,https://www.amazon.fr/-/en/Ordinary-Exfoliating-Brightening-Smoothing-Complexion/dp/B071914GGL/ref=zg_bs_g_beauty_d_sccl_11/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1566,12,"Revlon Professional UniqOne, Masque en Spray Sans Rinçage (150 ml), Soin Cheveux Nourrissant et Réparateur, Formule Vegan, Tous Types de Cheveux",8.96,96832.0,4.6,B00M9B66BU,https://www.amazon.fr/-/en/Professional-UniqOne-Nourishing-Repairing-Formula/dp/B00M9B66BU/ref=zg_bs_g_beauty_d_sccl_12/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1567,13,"GARNIER Skin Active - Radiance Serum - Anti-Dark Spot - Face Care Enriched With 3.5-4% Niacinamide, Vitamin C & Salicylic Acid - Vegan & Cruelty Free - 30ml - Packaging May Vary",10.73,29356.0,4.3,B09BD7L35V,https://www.amazon.fr/-/en/GARNIER-Skin-Active-Anti-Dark-Niacinamide/dp/B09BD7L35V/ref=zg_bs_g_beauty_d_sccl_13/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1568,14,L'Oreal Paris - Waterproof - Transfer Free - Lightweight Formula - Non-Sticky - Water and Sweat Resistant - Lasts Up to 36 Hours - Infallible - 75 ml,9.19,4876.0,4.4,B0CGMBM6D4,https://www.amazon.fr/-/en/LOreal-Paris-Waterproof-Lightweight-Non-Sticky/dp/B0CGMBM6D4/ref=zg_bs_g_beauty_d_sccl_14/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1569,15,Maybelline New York Instant Anti-Aging Concealer / Fluid Corrector Clear (03) 5 ml,8.39,16561.0,4.3,B07JDS8HVR,https://www.amazon.fr/-/en/Maybelline-Instant-Anti-Aging-Concealer-Corrector/dp/B07JDS8HVR/ref=zg_bs_g_beauty_d_sccl_15/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1570,16,L'Oréal Paris - Fluid Foundation - 24H Hydration - Hyaluronic Acid Formula - All Skin Types - Perfect Match - Shade : Golden Beige (3.D) - 30 ml,10.49,14389.0,4.5,B00SXKWB42,https://www.amazon.fr/-/en/LOr%C3%A9al-Paris-Foundation-Hydration-Hyaluronic/dp/B00SXKWB42/ref=zg_bs_g_beauty_d_sccl_16/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1571,17,Erborian,15.89,3691.0,4.5,B0BRXS5Q15,https://www.amazon.fr/-/en/Erborian-Perfecting-Foundation-Imperfections-Protection/dp/B0BRXS5Q15/ref=zg_bs_g_beauty_d_sccl_17/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1572,18,Taft - Schwarzkopf - Hair Styling Powder - 2-in-1 - Volume - Long Lasting - Mattifying Effect - Messy Effect - Does not stick - 99% ingredients of natural origin - Container of 10 g,4.96,1147.0,4.3,B0D1VX25QB,https://www.amazon.fr/-/en/Taft-Schwarzkopf-Mattifying-ingredients-Container/dp/B0D1VX25QB/ref=zg_bs_g_beauty_d_sccl_18/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1573,19,"Tangle Teezer Ultimate Detangler Detangler Hair Brush for Dry and Wet Hair, 2 Levels Bristles, Reduces Breakage and Eliminates Tangles, All Hair Types, Electric Raspberry Pink",9.1,62031.0,4.7,B0DPJR2KGZ,https://www.amazon.fr/-/en/Tangle-Teezer-Detangler-Eliminates-Raspberry/dp/B0DPJR2KGZ/ref=zg_bs_g_beauty_d_sccl_19/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1574,20,L'Oréal Paris - Volume Mascara - Millions of Lashes - Panoramic Look & Multiplied Lashes - Ultra-Flexible Formula - No Packages - Panorama - Shade : All Night Black,10.89,10450.0,4.3,B0DHCZP2S1,https://www.amazon.fr/-/en/LOr%C3%A9al-Paris-Panoramic-Multiplied-Ultra-Flexible/dp/B0DHCZP2S1/ref=zg_bs_g_beauty_d_sccl_20/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1575,21,"GRIFEMA Water Spray 200ml White - Reusable Fine Mist Spray for Hair, Face, Plants and Personal Care, GE2003W-200",6.47,857.0,4.3,B0DXTLWVBL,https://www.amazon.fr/-/en/GRIFEMA-Water-Spray-200ml-White/dp/B0DXTLWVBL/ref=zg_bs_g_beauty_d_sccl_21/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1576,22,L'Oreal Paris CC Crème 5-in-1 Universal Anti-Redness Cream Enriched with Vitamins B5 and E - 24H Hydration - Sensitive Skin and Oily Skin - Magic CC Cream - Universal Tint - 30 ml,11.03,12548.0,4.4,B07RNH35K4,https://www.amazon.fr/-/en/LOreal-Paris-Universal-Anti-Redness-Enriched/dp/B07RNH35K4/ref=zg_bs_g_beauty_d_sccl_22/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1577,23,"Mixa Expert Sensitive Skin - Cica Ultra-Repair Ointment 10-in-1 - Extra Dry Skin and Roughness - Feet, Knee, Hands, Elbows - 100H Hydration - Hypoallergenic - 150ml",7.43,4847.0,4.6,B0CSKLXBPT,https://www.amazon.fr/-/en/Mixa-Expert-Sensitive-Skin-Hypoallergenic/dp/B0CSKLXBPT/ref=zg_bs_g_beauty_d_sccl_23/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1578,24,PODERM - MYCOSIS NAIL TREATMENT 2in1 | With exceptional powerful antifungal and repairing plants | Professional foot care | Easy & fast | Swiss Made,24.43,16670.0,4.2,B06XZQCNS9,https://www.amazon.fr/-/en/PODERM-TREATMENT-exceptional-antifungal-Professional/dp/B06XZQCNS9/ref=zg_bs_g_beauty_d_sccl_24/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1579,25,Lotus Organic Paper and Cotton Swabs - Bag of 160 Sticks,1.51,2725.0,4.8,B07P9TJL9V,https://www.amazon.fr/-/en/Lotus-Organic-Paper-Cotton-Swabs/dp/B07P9TJL9V/ref=zg_bs_g_beauty_d_sccl_25/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1580,26,"NYX Professional Makeup Micro Brow Pencil Pencil, Ultra-Fine Double-Ended Pencil with Retractable Lead and Brush, Shade : Espresso (07)",9.2,68026.0,4.3,B00WZQTCS8,https://www.amazon.fr/-/en/NYX-Professional-Ultra-Fine-Double-Ended-Retractable/dp/B00WZQTCS8/ref=zg_bs_g_beauty_d_sccl_26/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1581,27,Garnier - Permanent Hair Colour - Ammonia-Free - 90% Natural Ingredients and Vegan Formula - Shea Butter - 100% White Hair Coverage - Cocoa Brown (4.0) - Good,11.19,897.0,4.3,B0F3P44LFH,https://www.amazon.fr/-/en/Garnier-Permanent-Ammonia-Free-Ingredients-Coverage/dp/B0F3P44LFH/ref=zg_bs_g_beauty_d_sccl_27/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1582,28,"REVLON PROFESSIONAL Equave, Instant Detangling Care Without Rinse, Hydronutritive Spray, Nourishes & Protects Hair, For Normal to Dry Hair",10.92,24645.0,4.6,B01FTBDBJ6,https://www.amazon.fr/-/en/REVLON-PROFESSIONAL-Detangling-Hydronutritive-Moisturizing/dp/B01FTBDBJ6/ref=zg_bs_g_beauty_d_sccl_28/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1583,29,GARNIER Pure Active - Button Patch Pack XXL - Reduces the Appearance of Buttons in 8H* - Clinically Proven - Invisible & Ultra-Thin - Hydrocolloid Technology - Vegan & Cruelty-Free - Men and Women,12.26,2383.0,4.4,B0DGQQTYQL,https://www.amazon.fr/-/en/GARNIER-Pure-Active-Hydrocolloid-Cruelty-Free/dp/B0DGQQTYQL/ref=zg_bs_g_beauty_d_sccl_29/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1584,30,"Revlon RVDR5823 Fast and Light Hair Dryer, 2000W",14.99,11211.0,4.5,B01N5M0HTL,https://www.amazon.fr/-/en/Revlon-RVDR5823-Light-Dryer-2000W/dp/B01N5M0HTL/ref=zg_bs_g_beauty_d_sccl_30/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1585,31,Mixa Intensive Dry Skin - Nourishing Body Lotion Sun Effect - Self-Tanning - Progressive and Uniform Natural Golden Tan - Matte Skin - Hypoallergenic - 250 ml,3.79,4702.0,4.6,B0B95Y32FR,https://www.amazon.fr/-/en/Mixa-Intensive-Dry-Skin-Hypoallergenic/dp/B0B95Y32FR/ref=zg_bs_g_beauty_d_sccl_31/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1586,32,L'Oréal Paris Revitalift Filler Glass Skin Hydrogel Intense Hydration Face Mask with Hyaluronic Acid Inspired by Korean Beauty - Pack of 3,12.99,385.0,4.4,B0FY756VXN,https://www.amazon.fr/-/en/Paris-Revitalift-Hydrogel-Hydration-Hyaluronic/dp/B0FY756VXN/ref=zg_bs_g_beauty_d_sccl_32/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1587,33,Hero Cosmetics Mighty Patch Original Night Button Patch - Results in 6H - Hydrocolloid Technology - Absorbs Impurities & Reduces Pimpulities - 36 Patches,8.55,1599.0,4.4,B0C822Y5BY,https://www.amazon.fr/-/en/Cosmetics-Mighty-Patch-Original-Button/dp/B0C822Y5BY/ref=zg_bs_g_beauty_d_sccl_33/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1588,34,"CeraVe - Anti-Blemish Button Patch - Invisible - Results in 3H - Reduces Excess Oil - Hydrocolloid Technology - Thin Edge, Better Hold - 2 Sizes (10 & 12mm) - Pimple Patch x22",15.57,691.0,4.3,B0F9PS9RXV,https://www.amazon.fr/-/en/CeraVe-Anti-Blemish-Invisible-Hydrocolloid-Technology/dp/B0F9PS9RXV/ref=zg_bs_g_beauty_d_sccl_34/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1589,35,"Magic Hair Brush - Instant Detangling - Boar Bristles & Nylon - Anti-Breakage & Anti-Static - For Curly, Smooth, Thick or Thin Hair - Men, Women, Kids",7.99,6263.0,4.6,B097YXF931,https://www.amazon.fr/-/en/Magic-Hair-Brush-Anti-Breakage-Anti-Static/dp/B097YXF931/ref=zg_bs_g_beauty_d_sccl_35/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1590,36,"Mixa Concentrated Anti-Blemish Serum, Face Serum with Niacinamide and Salicylic Acid - Reduces Pimples, Blackheads, Tight Pores, Suitable for Sensitive Skin and Blemishes, 30 ml",7.33,1821.0,4.5,B0CK8MY86L,https://www.amazon.fr/-/en/Mixa-Concentrated-Anti-Blemish-Niacinamide-Salicylic/dp/B0CK8MY86L/ref=zg_bs_g_beauty_d_sccl_36/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1591,37,"UNA GELLA Short American Almond Nail Capsule, 216 Pieces 12 Sizes Pre-Shaped Nail Capsules for Acrylic Extensions DIY for Salon at Home",8.99,13765.0,4.4,B0B6CL1QHM,https://www.amazon.fr/-/en/UNA-GELLA-American-Pre-Shaped-Extensions/dp/B0B6CL1QHM/ref=zg_bs_g_beauty_d_sccl_37/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1592,38,"CeraVe - Moisturizing Face Cream SPF30 - Day Cream with UVB + UVA Protection - Hyaluronic Acid, Ceramide, Niacinamide, Vitamin E - Normal to Dry Skin - 53 ml",12.65,7516.0,4.5,B0BT6VDJ5M,https://www.amazon.fr/-/en/CeraVe-Moisturizing-Protection-Hyaluronic-Niacinamide/dp/B0BT6VDJ5M/ref=zg_bs_g_beauty_d_sccl_38/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1593,39,Maybelline New York Gel Eye Pencil Tattoo Effect Waterproof & Hold 36 Hours Tattoo Liner Deep Onyx,5.19,18731.0,4.3,B07KGT94LB,https://www.amazon.fr/-/en/Maybelline-Pencil-Tattoo-Effect-Waterproof/dp/B07KGT94LB/ref=zg_bs_g_beauty_d_sccl_39/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1594,40,"STRUKTURPASTE Folding Texture Hair Comb, Men's Wide Tooth Texture Comb, Volumizing Root Tool, Styling Combs Accessory, for Voluminous and Accurate Grooming",9.99,155.0,4.5,B0G2WBPCXR,https://www.amazon.fr/-/en/STRUKTURPASTE-Volumizing-Accessory-Voluminous-Accurate/dp/B0G2WBPCXR/ref=zg_bs_g_beauty_d_sccl_40/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1595,41,CARRYBOO - 540 100% Organic Baby Cotton Pads - Ultra Soft for Sensitive Skin - Hypoallergenic - Changing & Grooming - Made in France,13.35,251.0,4.4,B0DXFVSWVJ,https://www.amazon.fr/-/en/CARRYBOO-Sensitive-Hypoallergenic-Changing-Grooming/dp/B0DXFVSWVJ/ref=zg_bs_g_beauty_d_sccl_41/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1596,42,"GARNIER Skin Active - All-In-1 Micellar Solution - Cleanses, Removes Makeup & Moisturizes - Micelles & Hydrating Glycerin - Fragrance Free - Face, Eyes, Lips - Dry & Sensitive Skin - 400 ml",2.8,3026.0,4.6,B082VP1NRT,https://www.amazon.fr/-/en/GARNIER-Skin-Active-All-Moisturizes/dp/B082VP1NRT/ref=zg_bs_g_beauty_d_sccl_42/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1597,43,NYX Professional Makeup - Felt eyeliner - Waterproof - Precise line - Long-lasting intense colour - Ultra-precise tip - Vegan formula - Epic Ink Liner - Shade: Black (01),9.19,100223.0,4.4,B074Y8LM6T,https://www.amazon.fr/-/en/NYX-Professional-Makeup-Long-lasting-Ultra-precise/dp/B074Y8LM6T/ref=zg_bs_g_beauty_d_sccl_43/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1598,44,"essence LONG-LASTING eye pencil crayon yeux longue tenue, black, longlasting, defining (0.28g)",1.89,10443.0,4.5,B0038E8OOO,https://www.amazon.fr/-/en/essence-LONG-LASTING-pencil-longlasting-defining/dp/B0038E8OOO/ref=zg_bs_g_beauty_d_sccl_44/523-3015138-9608409?psc=1,beauty,fr,,Beauty
1599,45,Garnier Ambre Solaire - Hydrating Self-Tanning Face Serum - Progressive & Tailor-made Tan - Coconut Water & Hyaluronic Acid - For All Skin Types - Natural Bronzer - 30 ml,9.29,6945.0,4.2,B0BNJ7K9SF,https://www.amazon.fr/-/en/Garnier-Ambre-Solaire-Self-Tanning-Progressive/dp/B0BNJ7K9SF/ref=zg_bs_g_beauty_d_sccl_45/523-3015138-9608409?psc=1,beauty,fr,,Beauty
