page,rank,title,price,reviews_count,rating,asin,url,rank_filled,category,market_place,bought_number,bought_number_2
2,72,"AiQInu Universal Washing Machine Drain Hose, 1 Meter, Drain Hose Extension, with Hose Connector and Clamps",€8.99,110,4.6 out of 5 stars,B0DKDYJ92Y,https://www.amazon.fr/-/en/AiQInu-Universal-Washing-Extension-Connector/dp/B0DKDYJ92Y/ref=zg_bs_g_appliances_d_sccl_22/523-3724927-0432662?psc=1,72,appliances,fr,0,unknown
2,73,"Carbon Filter Diameter 172 x 27 mm Type 57 CFC0038668-CFC0140343 00701107 for ELICA, ESSENTIAL B, HOTPOINT ARISTON, TURBOAIR, ESSENTIELB EHDD 614B Decorative Cooker Hood VE WALL ESSENTIAL SENTIAL...",€9.30,223,4.5 out of 5 stars,B08WLYFVTF,https://www.amazon.fr/-/en/Diameter-CFC0038668-CFC0140343-ESSENTIAL-ESSENTIELB-Decorative/dp/B08WLYFVTF/ref=zg_bs_g_appliances_d_sccl_23/523-3724927-0432662?psc=1,73,appliances,fr,0,unknown
2,74,no title,€189.00,203,4.3 out of 5 stars,B0BQ1DCF48,https://www.amazon.fr/-/en/Cecotec-Stainless-Multifunctional-Capacity-Functions/dp/B0BQ1DCF48/ref=zg_bs_g_appliances_d_sccl_24/523-3724927-0432662?psc=1,74,appliances,fr,100+,100+ bought
2,75,"Washing Machine and Dishwasher Hose 2 m for Water Inlet for 25 °C Temperatures, Pressure 20 to 60 Bar Straight and Angled Connection Diameter 3/4 Inch – Made in Italy MONTERAL",€14.99,738,4.7 out of 5 stars,B0C37LHF15,https://www.amazon.fr/-/en/Dishwasher-Temperatures-Pressure-Straight-Connection/dp/B0C37LHF15/ref=zg_bs_g_appliances_d_sccl_25/523-3724927-0432662?psc=1,75,appliances,fr,0,unknown
2,76,"Fackelmann 08024 Cooker Hood Filter, Charcoal Filter Hood, Activated Carbon, Polyester, Black, 47 cm x 57 cm",€8.63,452,4.6 out of 5 stars,B0107M33NQ,https://www.amazon.fr/-/en/Fackelmann-08024-Charcoal-Activated-Polyester/dp/B0107M33NQ/ref=zg_bs_g_appliances_d_sccl_26/523-3724927-0432662?psc=1,76,appliances,fr,0,100+ bought
2,77,AllSpares© CFC0038668 Whirlpool/Bauknecht/Elica Carbon Filter,€16.95,1091,4.4 out of 5 stars,B07W2YRXN9,https://www.amazon.fr/-/en/AllSpares%C2%A9-CFC0038668-Whirlpool-Bauknecht-Carbon/dp/B07W2YRXN9/ref=zg_bs_g_appliances_d_sccl_27/523-3724927-0432662?psc=1,77,appliances,fr,0,unknown
2,78,"KICHPOWER 2-burner ceramic hob, electric hob 30 cm, electric hob, touch control, 3000 W, 9 power levels, timer 1-99 min, for all pans",€72.98,379,4.4 out of 5 stars,B0D7C1R3FB,https://www.amazon.fr/-/en/KICHPOWER-2-burner-ceramic-electric-control/dp/B0D7C1R3FB/ref=zg_bs_g_appliances_d_sccl_28/523-3724927-0432662?psc=1,78,appliances,fr,0,unknown
2,79,no title,€349.99,596,3.8 out of 5 stars,B0C8TBJR42,https://www.amazon.fr/-/en/GEDTECH-Combined-Fridge-GCB262BL-Capacity/dp/B0C8TBJR42/ref=zg_bs_g_appliances_d_sccl_29/523-3724927-0432662?psc=1,79,appliances,fr,0,50+ bought
2,80,"AllSpares Carbon Filter for Extractor Hoods - Suitable for Airforce AFFCAF16CS / AFCFCAF16CS / FC120 / F16, Arthur Martin 50288593002 and Whirlpool AMC981 (257x263mm)",€18.85,411,4.7 out of 5 stars,B01M4L9M86,https://www.amazon.fr/-/en/AllSpares-Carbon-Filter-Extractor-Hoods/dp/B01M4L9M86/ref=zg_bs_g_appliances_d_sccl_30/523-3724927-0432662?psc=1,80,appliances,fr,0,unknown
2,81,"WEHIMO Gas Hob with 3 Burners, Built-In Gas Hob, 60 cm Gas Hob, Cast Iron Grill, 7750W, City and Bottle Gas, Black Glass",€94.99,510,4.0 out of 5 stars,B0DPFTHG66,https://www.amazon.fr/-/en/WEHIMO-Burners-Built-Grill-Bottle/dp/B0DPFTHG66/ref=zg_bs_g_appliances_d_sccl_81/523-3724927-0432662?psc=1,81,appliances,fr,0,50+ bought
2,82,"Anti-vibration mat 60 x 60 cm, made in Germany, for washing machine, dryer, etc., can be cut to size, 60 x 60 x 1 cm",€12.00,1770,4.4 out of 5 stars,B09533FSRD,https://www.amazon.fr/-/en/Anti-vibration-Germany-washing-machine-dryer/dp/B09533FSRD/ref=zg_bs_g_appliances_d_sccl_82/523-3724927-0432662?psc=1,82,appliances,fr,0,100+ bought
2,83,Dryer Heat Pump 60 cm 10 kg White - CSEH10A1LE-47,€389.59,64,3.9 out of 5 stars,B0F2GJFBKC,https://www.amazon.fr/-/en/Dryer-Heat-Pump-White-CSEH10A1LE-47/dp/B0F2GJFBKC/ref=zg_bs_g_appliances_d_sccl_83/523-3724927-0432662?psc=1,83,appliances,fr,0,unknown
2,84,"GOLDEN ICEPURE Carbon Filter for Active Cooker Hood Compatible with Dehflex AK01 Cooker Hood, Cooker Hood Extractor (Invoice Available), 210 mm, 2 Pieces",€16.99,2996,4.6 out of 5 stars,B07N7Q2W2J,https://www.amazon.fr/-/en/GOLDEN-ICEPURE-Compatible-Extractor-Available/dp/B07N7Q2W2J/ref=zg_bs_g_appliances_d_sccl_84/523-3724927-0432662?psc=1,84,appliances,fr,0,unknown
2,85,"Original Type 15 Carbon Filter 230 x 210 x 30 mm Hood 9029793818, 9029800456 ELECTROLUX Cooker Hood 9029793818, 9029800456 ELECTROLUX",€13.21,264,4.8 out of 5 stars,B00GZ0JGF4,https://www.amazon.fr/Original-Carbon-9029793818-9029800456-ELECTROLUX/dp/B00GZ0JGF4/ref=zg_bs_g_appliances_d_sccl_85/523-3724927-0432662?psc=1,85,appliances,fr,0,unknown
2,86,"2 x AQUACREST DA29-00003G Water Filter, Replacement for Samsung Aqua Pure Plus DA29-00003G, DA29-00003B, DA29-00003A, DA97-06317A, DA61-00159A, HAFCU1/XAA, HAFIN2/EXP, APP100. WSS-1, WF289 (2)",€21.99,4311,4.7 out of 5 stars,B07FFQB1GC,https://www.amazon.fr/-/en/DA29-00003G-Replacement-DA29-00003B-DA29-00003A-DA97-06317A/dp/B07FFQB1GC/ref=zg_bs_g_appliances_d_sccl_86/523-3724927-0432662?psc=1,86,appliances,fr,0,50+ bought
2,87,"DL SERVICE Dishwasher Filter for Interior and Exterior Compatible with Hotpoint Ariston Indesit, C00256571 + C00256572, Complete Replacement Filter",€9.90,125,4.9 out of 5 stars,B0DQ5LH5NX,https://www.amazon.fr/-/en/DL-SERVICE-Dishwasher-Compatible-Replacement/dp/B0DQ5LH5NX/ref=zg_bs_g_appliances_d_sccl_87/523-3724927-0432662?psc=1,87,appliances,fr,0,unknown
2,88,"Hermitlux Induction Plate with 2 Burners 30 cm Built-in, 3500 W Boost, Continuous Low Power Heating, 9 Levels, Timer, Auto Shut-off, Child Lock, Utensil Detection – Small Kitchen Space",€89.99,2274,4.4 out of 5 stars,B0FNMWNYLN,https://www.amazon.fr/-/en/Hermitlux-Induction-Continuous-Shut-off-Detection/dp/B0FNMWNYLN/ref=zg_bs_g_appliances_d_sccl_88/523-3724927-0432662?psc=1,88,appliances,fr,0,50+ bought
2,89,no title,€109.99,17294,4.2 out of 5 stars,B06W5FBHCJ,https://www.amazon.fr/-/en/CIARRA-CBCS6201-Extractor-Hood-Class/dp/B06W5FBHCJ/ref=zg_bs_g_appliances_d_sccl_89/523-3724927-0432662?psc=1,89,appliances,fr,0,unknown
2,90,"Gudsunal Induction Hob with 2 Recessed Burners, 3600 W, Low Power Heating, Booster, 9 Power Levels, Timer, Auto Shut-off, Child Safety Lock, Pan Detector",€89.99,323,4.4 out of 5 stars,B0CX8RQ1WH,https://www.amazon.fr/-/en/Gudsunal-Induction-Recessed-Shut-off-Detector/dp/B0CX8RQ1WH/ref=zg_bs_g_appliances_d_sccl_90/523-3724927-0432662?psc=1,90,appliances,fr,0,100+ bought
2,91,"SPARES2GO Non Stick Oven Mat (Pack of 2) - Large Universal Teflon Convection Baking Mat, Stove Bottom Protector, Heavy Duty and Clean Convection Coating (40 x 50 cm)",€10.35,22296,4.6 out of 5 stars,B00PSLJF6Q,https://www.amazon.fr/-/en/SPARES2GO-Non-Stick-Oven-Pack/dp/B00PSLJF6Q/ref=zg_bs_g_appliances_d_sccl_91/523-3724927-0432662?psc=1,91,appliances,fr,0,unknown
2,92,"AiQInu 3 Mini Digital Thermometer, Freezer Thermometer, Digital Fridge Thermometer",€11.81,1095,4.2 out of 5 stars,B0D2CR6FQ6,https://www.amazon.fr/-/en/AiQInu-Digital-Thermometer-Freezer-Fridge/dp/B0D2CR6FQ6/ref=zg_bs_g_appliances_d_sccl_92/523-3724927-0432662?psc=1,92,appliances,fr,100+,100+ bought
2,93,Double Washing Machine Drain Adapter with Outlet for Hose Diameter 40 mm and Inlet Ø18-23 mm - Y-Shaped Dishwasher Adapter - Set Includes 2 Piece Clamp Diameter 20-32 mm MONTERAL,€11.99,470,4.4 out of 5 stars,B0D7PYHNR8,https://www.amazon.fr/-/en/Double-Washing-Machine-Adapter-Diameter/dp/B0D7PYHNR8/ref=zg_bs_g_appliances_d_sccl_93/523-3724927-0432662?psc=1,93,appliances,fr,50+,unknown
2,94,"KICHPOWER Induction Plate with 2 Burners 3500 W Portable, Touch Screen, Independent Control, 10 Power and Temperature Levels",€84.98,110,4.3 out of 5 stars,B0F4X8X28P,https://www.amazon.fr/-/en/KICHPOWER-Induction-Portable-Independent-Temperature/dp/B0F4X8X28P/ref=zg_bs_g_appliances_d_sccl_94/523-3724927-0432662?psc=1,94,appliances,fr,0,unknown
2,95,no title,€129.99,1414,4.1 out of 5 stars,B0C5XMM7HT,https://www.amazon.fr/-/en/COMFEE-RCU40WH2-Freezer-Reversible-Practical/dp/B0C5XMM7HT/ref=zg_bs_g_appliances_d_sccl_95/523-3724927-0432662?psc=1,95,appliances,fr,0,unknown
2,96,"CHiQ Freezer cabinet with capacity of 145L, Fast freezing, Adjustable thermostat, Silent, Reversible door, Black, Energy class E",,1710,4.4 out of 5 stars,B0C28CD3BR,https://www.amazon.fr/-/en/CHiQ-capacity-Adjustable-thermostat-Reversible/dp/B0C28CD3BR/ref=zg_bs_g_appliances_d_sccl_96/523-3724927-0432662?psc=1,96,appliances,fr,50+,unknown
