page,rank,title,price,reviews_count,rating,asin,url,rank_filled,category,market_place,bought_number
2,74,"Safety 1st Auto Close, Child Safety Gate Ladder Pressure, 73–80 cm (Max. 136 cm), Automatic Child Safety Fence, One Hand Opening, No Screws (No Drillings), Double Lock, White",€32.00,25905.0,4.4 out of 5 stars,B00O50YUHA,https://www.amazon.es/-/en/Safety-1st-Pressure-Automatic-Drillings/dp/B00O50YUHA/ref=zg_bs_g_baby_d_sccl_24/520-5635638-3810734?psc=1,74,baby,es,900+
2,75,"Toallitas húmedas para bebés LILLYDOO con un 99 % de agua, 600 unidades (10 x 60), toallitas libres de plástico, sin perfumes y tan suave como el algodón y el agua",€29.49,1811.0,4.6 out of 5 stars,B0BLP9KBCH,https://www.amazon.es/-/en/Toallitas-LILLYDOO-unidades-toallitas-pl%C3%A1stico/dp/B0BLP9KBCH/ref=zg_bs_g_baby_d_sccl_25/520-5635638-3810734?psc=1,75,baby,es,200+
2,76,20pcs Corner Protectors and Sockets for Safety. Table Furniture Covers Corners Strong Adhesion Protects Baby,€5.97,3676.0,4.5 out of 5 stars,B0BD23M1CN,https://www.amazon.es/-/en/Protectors-Sockets-Furniture-Adhesion-Protects/dp/B0BD23M1CN/ref=zg_bs_g_baby_d_sccl_26/520-5635638-3810734?psc=1,76,baby,es,1K+
2,77,"Utopia Home Kids Velvet Hangers - Durable 11 Inch Baby Closet Hangers Non-Slip Everyday Hangers (Grey, 50 Pack)",€11.77,2529.0,4.8 out of 5 stars,B0BCQ4DJF6,https://www.amazon.es/-/en/Utopia-Home-Kids-Velvet-Hangers/dp/B0BCQ4DJF6/ref=zg_bs_g_baby_d_sccl_27/520-5635638-3810734?psc=1,77,baby,es,200+
2,78,"Philips Avent Biberón Natural Response: 2 biberones de 125 ml con sistema AirFree, sin BPA, para recién nacidos a partir de 0 meses (modelo SCY670/02)",€17.99,3299.0,4.6 out of 5 stars,B0BWFM6PBN,https://www.amazon.es/-/en/Philips-Avent-Biber%C3%B3n-Natural-Response/dp/B0BWFM6PBN/ref=zg_bs_g_baby_d_sccl_28/520-5635638-3810734?psc=1,78,baby,es,500+
2,79,"KOALA BABYCARE Baby Pillow to Help Prevent and Treat Plagiocephaly, Removable Cover (with Two Cases) Made of Memory Foam",€20.22,20100.0,4.7 out of 5 stars,B071VQG35B,https://www.amazon.es/-/en/KOALA-BABYCARE-Prevent-Plagiocephaly-Removable/dp/B071VQG35B/ref=zg_bs_g_baby_d_sccl_29/520-5635638-3810734?psc=1,79,baby,es,100+
2,80,NUK Perfect Match Newborn Baby Bottle Nipples | +0 Months | Fits Baby Like Breast Breast | Anti-Colic Ventilation | Small Silicone Baby Bottle Teat | 2 Pcs,€7.93,900.0,4.0 out of 5 stars,B0CLRSDM7W,https://www.amazon.es/-/en/NUK-Perfect-Anti-Colic-Ventilation-Silicone/dp/B0CLRSDM7W/ref=zg_bs_g_baby_d_sccl_30/520-5635638-3810734?psc=1,80,baby,es,300+
2,81,"Momcozy Ergonomic Comfortable and Lightweight Baby Carrier Backpack | for Babies 3-24 Months, Easy to Put on, Improved Lumbar Support, Hands Free",€50.99,468.0,4.5 out of 5 stars,B0FJRR17NX,https://www.amazon.es/-/en/Ergonomic-Comfortable-Lightweight-Backpack-Improved/dp/B0FJRR17NX/ref=zg_bs_g_baby_d_sccl_81/520-5635638-3810734?psc=1,81,baby,es,300+
2,82,"GHB Baby Surveillance Camera with Camera with Screen 3.2"" HD 2100mAh Rechargeable VOX, Night Vision, Alarm Clock, Two-Way Talk Listening Baby",€37.99,518.0,4.5 out of 5 stars,B0817G6365,https://www.amazon.es/-/en/GHB-Surveillance-2100mAh-Rechargeable-Listening/dp/B0817G6365/ref=zg_bs_g_baby_d_sccl_82/520-5635638-3810734?psc=1,82,baby,es,400+
2,83,"Teething Relief Teethers Toys for Babies 6-12 Months Gifts, Silicone Teether Remote Control Bath Toys for 3-6 9 Months Boy Girl Autism, Food Grade Toys,Black",€7.99,6041.0,4.6 out of 5 stars,B0C2HWHXJK,https://www.amazon.es/-/en/Teething-Teethers-Silicone-Teether-Control/dp/B0C2HWHXJK/ref=zg_bs_g_baby_d_sccl_83/520-5635638-3810734?psc=1,83,baby,es,600+
2,84,"Alpine Muffy Baby Comfort – Anti-Noise Baby Helmets – CE & ANSI Certified – Unique Headband for a Secure and Comfortable Fit – Adjustable Hearing Protection Up to 48 Months – 24 dB Dimming, Green",€34.95,34727.0,4.5 out of 5 stars,B0D33949HD,https://www.amazon.es/-/en/Alpine-Muffy-Baby-Comfort-Comfortable/dp/B0D33949HD/ref=zg_bs_g_baby_d_sccl_84/520-5635638-3810734?psc=1,84,baby,es,300+
2,85,"Baby Cutlery, Set of 12 Pieces Baby Plates with Suction Cup, Baby Led Weaning, Children's Cutlery, Baby Tableware Sets, Baby Spoon, Silicone Baby Bib, Non-Slip Silicone Plate BPA-Free",€25.69,1637.0,4.5 out of 5 stars,B0D2NPGXJL,https://www.amazon.es/-/en/Childrens-Tableware-Silicone-Non-Slip-BPA-Free/dp/B0D2NPGXJL/ref=zg_bs_g_baby_d_sccl_85/520-5635638-3810734?psc=1,85,baby,es,100+
2,86,"Munchkin Learning Cup, Set of 360° Cups with Handles, BPA Free Leakproof Cup for Babies from 6 Months and Toddlers, Dishwasher Safe, Set of 2 x 7 oz, Blue/Green",€16.99,16673.0,4.6 out of 5 stars,B07HZQTB3V,https://www.amazon.es/-/en/Munchkin-Learning-Leakproof-Toddlers-Dishwasher/dp/B07HZQTB3V/ref=zg_bs_g_baby_d_sccl_86/520-5635638-3810734?psc=1,86,baby,es,400+
2,87,"MAM Anti-colic Newborn Baby Bottle Set, 130 ml Bottle, with Extra Slow Flow Teat, Self-Sterilizable and Easy to Clean, MAM Easy Start Anti-Colic and Silicone Pacifier 0-2 Months",€6.80,2476.0,4.6 out of 5 stars,B015G74IM2,https://www.amazon.es/-/en/MAM-Anti-colic-Self-Sterilizable-Anti-Colic-Silicone/dp/B015G74IM2/ref=zg_bs_g_baby_d_sccl_87/520-5635638-3810734?psc=1,87,baby,es,1K+
2,88,"Suavinex, Pack of 2 Sx Pro Silicone Physiological Teats for Suavinex Bottles, Dense Flow Teat (L) for Porridge, Milk, Juice or Water, Teat +6 Months, with Anti-Colic Valve, 2 Units",€7.99,952.0,4.7 out of 5 stars,B08WRWLRW2,https://www.amazon.es/-/en/Suavinex-Silicone-Physiological-Porridge-Anti-Colic/dp/B08WRWLRW2/ref=zg_bs_g_baby_d_sccl_88/520-5635638-3810734?psc=1,88,baby,es,300+
2,89,"Suavinex, Gel - Foaming Baby Bath, Shampoo for Skin and Hair, Soap-Free, Suitable for Sensitive and Newborn Skin, No Stinging in the Eyes, 92% Ingredients Natural Origin, with Prebiotic, 750 ml",€14.50,1458.0,4.7 out of 5 stars,B01FFSTO12,https://www.amazon.es/-/en/Suavinex-Gel-Soap-Free-Sensitive-Ingredients/dp/B01FFSTO12/ref=zg_bs_g_baby_d_sccl_89/520-5635638-3810734?psc=1,89,baby,es,0
2,90,Philips Avent Digital Thermometer SCH480/00,€15.99,12833.0,4.8 out of 5 stars,B07WKN8NQQ,https://www.amazon.es/-/en/Philips-Digital-Thermometer-SCH480-00/dp/B07WKN8NQQ/ref=zg_bs_g_baby_d_sccl_90/520-5635638-3810734?psc=1,90,baby,es,400+
2,91,"Momcozy 7 in 1 Baby Bottle Brush Set, Complete Bottle Cleaning Kit with Silicone Brush, Nipple Brush, Straw Brush, Soap Dispenser and Drying Rack",€15.29,1251.0,4.7 out of 5 stars,B0DFM9SQWC,https://www.amazon.es/-/en/Momcozy-Complete-Cleaning-Silicone-Dispenser/dp/B0DFM9SQWC/ref=zg_bs_g_baby_d_sccl_91/520-5635638-3810734?psc=1,91,baby,es,700+
2,92,"Munchkin Miracle 360° Training Cup with Handles, Blue, 7 oz",€8.99,33109.0,4.7 out of 5 stars,B0158YQYWU,https://www.amazon.es/-/en/Munchkin-Miracle-360%C2%B0-Training-Handles/dp/B0158YQYWU/ref=zg_bs_g_baby_d_sccl_92/520-5635638-3810734?psc=1,92,baby,es,200+
2,93,Brencco Electric Nail File Baby with 6 Interchangeable Tips Low Noise,€7.99,6210.0,4.4 out of 5 stars,B0BQ33K7TF,https://www.amazon.es/Brencco-Electric-Nail-File-Interchangeable/dp/B0BQ33K7TF/ref=zg_bs_g_baby_d_sccl_93/520-5635638-3810734?psc=1,93,baby,es,900+
2,94,Philips Avent Biberón de cristal Natural Response: 2 biberones de 240 ml sin BPA para recién nacidos a partir de 1 mes (modelo SCY933/02),€27.99,4371.0,4.7 out of 5 stars,B0BWFLJBNJ,https://www.amazon.es/-/en/Philips-Biber%C3%B3n-cristal-Natural-Response/dp/B0BWFLJBNJ/ref=zg_bs_g_baby_d_sccl_94/520-5635638-3810734?psc=1,94,baby,es,200+
2,95,"Kinderkraft ENOCK Wooden Baby High Chair + Hammock Baby CALME, Portable, for Children, High Chair, Evolutionary, Ergonomic, Barrier and Tray, Grey",€139.90,4074.0,4.4 out of 5 stars,B0DDPRML5J,https://www.amazon.es/-/en/Kinderkraft-Portable-Children-Evolutionary-Ergonomic/dp/B0DDPRML5J/ref=zg_bs_g_baby_d_sccl_95/520-5635638-3810734?psc=1,95,baby,es,100+
2,96,"WATERPULSE Neti Pot Sinus Rinse Bottle 300 ml, Nose Cleaner, with 30 Salt Packets and a Thermometer, Nasal Cleaner Pressure Irrigation for Adults and Kids, BPA-Free, Blue",€14.99,14196.0,4.6 out of 5 stars,B07ZCNG2X7,https://www.amazon.es/-/en/WATERPULSE-Thermometer-Pressure-Irrigation-BPA-Free/dp/B07ZCNG2X7/ref=zg_bs_g_baby_d_sccl_96/520-5635638-3810734?psc=1,96,baby,es,600+
